Component/Office,Request Number,Is Consultation,Days Allowed,Exemption 3 Statutes,Type(s) of Info Withheld,Case Citation(s),Dates Initially Received,Perfected,Completed,Days Tolled,Track,Disposition,Disposition Reasons,Exemption(s) Applied,Appeal Date Received,Date Closed,Appeal Disposition,Appeal Reasons,Appeal Exemption(s) Applied,Exp. Date Received,Exp. Date of Determination,Exp. Granted/Denied,Fee Date Received,Fee Date of Determination,Fee Granted/Denied,Amount of Fees Collected
CIA,544444,N,,,,,3/19/2014,,,,Complex,,,(b)(1); (b)(3); (b)(6); (j)(1); (k)(1); DISC;,,,,,,,,,,,,
CIA,544638,N,,,,,3/27/2014,,,,Simple,,,,,,,,,,,,,,,
CIA,544652,N,,,,,3/27/2014,,,,Simple,,,,,,,,,,,,,,,
CIA,544744,N,,,,,4/1/2014,,9/7/2017,,Complex,Denied in Full,,(b)(1); (b)(3); (j)(1); (k)(1);,11/28/2017,,,,,,,,,,,
CIA,544790,N,,,,,4/2/2014,,5/20/2019,,Complex,No Records Located,,,,,,,,,,,,,,
CIA,544796,N,,,,,4/2/2014,,3/15/2019,,Complex,Granted in Part,,(b)(1); (b)(3); (b)(6);,,,,,,,,,10/14/2014,,,
CIA,544875,N,,,,,4/4/2014,,,,Simple,,,,,,,,,,,Denied,,,,
CIA,545067,N,,,,,4/11/2014,,5/5/2014,,Simple,Denied in Full,,(b)(1); (b)(3);,7/19/2019,8/1/2019,Cancelled,Case Opened in Error,,,,,,,,
CIA,545092,N,,,,,4/14/2014,,,,Simple,,,,,,,,,,,,,,,
CIA,545106,N,,,,,4/14/2014,,5/29/2019,,Complex,Granted in Part,,(b)(1); (b)(3); (b)(6);,,,,,,,,,,,,
CIA,545334,N,,,,,4/22/2014,,,,Simple,,,,,,,,,,,Denied,,,Granted,
CIA,545372,N,,,,,4/24/2014,,,,Simple,,,,,,,,,,,,,,,
CIA,545566,N,,,,,5/1/2014,,,,Complex,,,,,,,,,,,,,,,
CIA,545653,N,,,,,5/6/2014,,9/11/2014,,Complex,Granted in Part,,(b)(1); (b)(3); (b)(5); EO 12958 1.4(c)<25Yrs;,4/28/2015,,,,,,,,,,,101.4
CIA,545779,N,,,,,5/12/2014,,,,Simple,,,,,,,,,,,,,,,
CIA,545886,N,,,,,5/15/2014,,,,Simple,,,,,,,,,,,Denied,,,,
CIA,546081,N,,,,,5/27/2014,,,,Simple,,,,,,,,,,,,,,,
CIA,546246,N,,,,,6/2/2014,,,,Simple,,,,,,,,,,,,,,,
CIA,546282,N,,,,,6/3/2014,,,,Simple,,,,,,,,,,,,,,,
CIA,546356,N,,,,,6/4/2014,,,,Simple,,,,,,,,,,,,,,,
CIA,546402,N,,,,,6/6/2014,,,,Simple,,,,,,,,,,,,,,,
CIA,546409,N,,,,,6/9/2014,,,,Simple,,,,,,,,,,,,,,,
CIA,546410,N,,,,,6/9/2014,,,,Simple,,,,,,,,,,,,,,,
CIA,546412,N,,,,,6/9/2014,,,,Simple,,,,,,,,,,,,,,,
CIA,546440,N,,,,,6/10/2014,,,,Complex,,,,,,,,,,,,,,,
CIA,546472,N,,,,,6/10/2014,,9/26/2014,,Complex,No Records Located,,,11/13/2014,,,,,,,,,,,
CIA,546473,N,,,,,6/10/2014,,,,Simple,,,,,,,,,,,,,,,
CIA,546481,N,,,,,6/10/2014,,6/5/2015,,Complex,Granted in Part,,(b)(3);,7/24/2015,,,,,,,,,,,
CIA,546483,N,,,,,6/10/2014,,,,Simple,,,,,,,,,,,,,,,
CIA,546495,N,,,,,6/11/2014,,1/30/2019,,Complex,Denied in Full,,(b)(1); (b)(3); (b)(6);,,,,,,,,,,,,
CIA,546559,N,,,,,6/17/2014,,,,Simple,,,,,,,,,,,,,,,
CIA,546657,N,,,,,6/19/2014,,,,Simple,,,,,,,,,,,,,,,
CIA,546708,N,,,,,6/23/2014,,,,Complex,,,,,,,,,,,,,,,
CIA,546714,N,,,,,6/23/2014,,4/16/2019,,Complex,Granted in Part,,(b)(1); (b)(3); (b)(4); (b)(5); NR;,,,,,,,,,,,,
CIA,546715,N,,,,,6/23/2014,,4/16/2019,,Complex,Granted in Part,,(b)(1); (b)(3); (b)(4); (b)(5);,,,,,,,,,,,,
CIA,546769,N,,,,,6/25/2014,,4/16/2019,,Complex,Granted in Part,,(b)(1); (b)(3); (b)(4); (b)(5);,,,,,,,,,,,,
CIA,546924,N,,,,,7/2/2014,,,,Complex,,,,,,,,,,,,,,,
CIA,546964,N,,,,,7/8/2014,,,,Simple,,,,,,,,,,,,,,Granted,
CIA,546970,N,,,,,7/8/2014,,,,Simple,,,,,,,,,,,,,,Granted,
CIA,546981,N,,,,,7/8/2014,,,,Simple,,,,,,,,,,,,,,,
CIA,546984,N,,,,,7/8/2014,,,,Simple,,,,,,,,,,,,,,,
CIA,547026,N,,,,,7/9/2014,,,,Simple,,,,,,,,,,,,,,,
CIA,547058,N,,,,,7/9/2014,,5/7/2019,,Complex,Denied in Full,,(b)(3); (j)(1); DISC;,,,,,,,,,,,,
CIA,547073,N,,,,,7/10/2014,,,,Simple,,,,,,,,,,,,,,,
CIA,547115,N,,,,,7/11/2014,,,,Simple,,,,,,,,,,,,,,,
CIA,547142,N,,,,,7/13/2014,,10/2/2018,,Complex,Granted in Part,,(b)(1); (b)(3); (b)(6);,,,,,,,,,,,,
CIA,547181,N,,,,,7/15/2014,,,,Simple,,,,,,,,,,,,,,,
CIA,547545,N,,,,,7/30/2014,,,,Simple,,,,,,,,,,,,,,,
CIA,547595,N,,National Security Act;,,,8/1/2014,,9/26/2019,,Complex,Granted in Part,,(b)(1); (b)(3); (b)(3) NatSecAct; (b)(6); (b)(7)(a); (b)(7)(e); (j)(1); (k)(1); DISC;,,,,,,,,,,,,
CIA,547609,N,,,,,8/1/2014,,,,Simple,,,,,,,,,,,,,,,
CIA,547640,N,,,,,8/4/2014,,,,Simple,,,,,,,,,,,Denied,,,,
CIA,547707,N,,,,,8/6/2014,,,,Simple,,,,,,,,,,,,,,,
CIA,547714,N,,,,,8/7/2014,,,,Simple,,,,,,,,,,,,,,,
CIA,547771,N,,,,,8/8/2014,,,,Simple,,,,,,,,,,,,,,,
CIA,547777,N,,,,,8/11/2014,,,,Simple,,,,,,,,,,,,,,,
CIA,547797,N,,,,,8/12/2014,,,,Simple,,,,,,,,,,,,,,,
CIA,547839,N,,,,,8/14/2014,,12/16/2015,,Complex,Granted in Full,,,3/15/2016,,,,,,,,,,,
CIA,547869,N,,,,,8/15/2014,,,,Complex,,,,,,,,,,,,,,,
CIA,547922,N,,,,,8/18/2014,,,,Simple,,,,,,,,,,,,,,,
CIA,547953,N,,,,,8/19/2014,,4/24/2019,,Complex,Granted in Part,,(b)(1); (b)(3);,,,,,,,,,,,,
CIA,547954,N,,,,,8/19/2014,,10/18/2018,,Complex,Granted in Part,,(b)(1); (b)(3); (b)(6);,,,,,,,,,,,,
CIA,547999,N,,,,,8/20/2014,,,,Simple,,,,,,,,,,,,,,,
CIA,548016,N,,,,,8/20/2014,,,,Simple,,,,,,,,,,,,,,,
CIA,548051,N,,,,,8/22/2014,,12/11/2018,,Complex,Denied in Full,,(b)(1); (b)(3); (b)(6);,3/15/2019,,,,,,,,,,,
CIA,548141,N,,,,,8/28/2014,,,,Simple,,,,,,,,,,,,,,,
CIA,548208,N,,,,,9/3/2014,,,,Complex,,,,,,,,,,,,,,,
CIA,548218,N,,,,,9/3/2014,,,,Simple,,,,,,,,,,,,,,,
CIA,548274,N,,,,,9/4/2014,,9/12/2014,,Simple,Denied in Full,,(b)(1); (b)(3);,10/22/2014,,,,,,,,,,,
CIA,548546,N,,,,,9/16/2014,,,,Simple,,,,,,,,,,,,,,,
CIA,548549,N,,,,,9/16/2014,,,,Simple,,,,,,,,,,,,,,,
CIA,548552,N,,,,,9/17/2014,,,,Complex,,,,,,,,,,,,,,,
CIA,548638,N,,,,,9/19/2014,,12/3/2018,,Complex,Denied in Full,,(b)(1); (b)(3); (b)(6);,,,,,,,,,,,,
CIA,548686,N,,,,,9/23/2014,,,,Complex,,,(b)(3); (b)(6);,,,,,,,,,,,,
CIA,548689,N,,,,,9/23/2014,,10/3/2018,,Complex,Denied in Full,,(b)(1); (b)(3); (b)(6);,,,,,,,,,,,,
CIA,548967,N,,,,,10/2/2014,,,,Simple,,,,,,,,,,,,,,,
CIA,548991,N,,,,,10/2/2014,,,,Complex,,,,,,,,,,,,,,,
CIA,549157,N,,,,,10/8/2014,,8/12/2019,,Complex,Granted in Part,,(b)(1); (b)(3); (b)(6); (b)(7)(e); (j)(1); (k)(1); (k)(6); DISC;,,,,,,,,,,,,
CIA,549164,N,,,,,10/8/2014,,,,Simple,,,,,,,,,,,,,,,
CIA,549248,N,,,,,10/10/2014,,,,Complex,,,,,,,,,,,,,,,
CIA,549262,N,,,,,10/10/2014,,,,Simple,,,,,,,,,,,,,,,
CIA,549280,N,,,,,10/14/2014,,,,Simple,,,,,,,,,,,,,,,
CIA,549318,N,,,,,10/15/2014,,,,Simple,,,,,,,,,,,,,,,
CIA,549348,N,,,,,10/15/2014,,,,Simple,,,,,,,,,,,,,,,
CIA,549440,N,,,,,10/21/2014,,,,Complex,,,,,,,,,,,,,,,
CIA,549497,N,,,,,10/22/2014,,,,Simple,,,,,,,,,,,,10/22/2014,,,
CIA,549588,N,,,,,10/27/2014,,,,Simple,,,,,,,,,,,,,,,
CIA,549618,N,,,,,10/28/2014,,,,Simple,,,,,,,,,,,,2/11/2015,,,
CIA,549724,N,,,,,11/3/2014,,,,Simple,,,,,,,,,,,,,,,
CIA,549769,N,,,,,11/5/2014,,,,Simple,,,,,,,,,,,,,,,
CIA,549777,N,,,,,11/5/2014,,12/21/2018,,Complex,Denied in Full,,(b)(1); (b)(3); (b)(6);,,,,,,,,,,,,
CIA,549859,N,,,,,11/10/2014,,,,Simple,,,,,,,,,,,,,,,
CIA,549865,N,,,,,11/10/2014,,2/13/2019,,Complex,Granted in Full,,,,,,,,,,,,,,
CIA,549896,N,,,,,11/12/2014,,,,Complex,,,(b)(1); (b)(3); (b)(5); (b)(6); (b)(7)(d); (b)(7)(e); (d)(5); (j)(1); (j)(2); (k)(1); (k)(2); (k)(3); (k)(5); DISC;,,,,,,,,,,,,
CIA,549958,N,,,,,11/13/2014,,,,Simple,,,,,,,,,,,,,,,
CIA,549965,N,,,,,11/13/2014,,,,Simple,,,,,,,,,,,,,,,
CIA,549969,N,,,,,11/13/2014,,5/15/2019,,Complex,Denied in Full,,(b)(1); (b)(3);,,,,,,,,,,,,
CIA,549993,N,,CIA Act;,,,11/14/2014,,8/29/2019,,Complex,Granted in Part,,(b)(3); (b)(3) CIAAct; (b)(6);,,,,,,,,,,,,
CIA,550030,N,,,,,11/18/2014,,,,Simple,,,,,,,,,,,,,,,
CIA,550071,N,,,,,11/20/2014,,4/15/2019,,Complex,No Records Located,,,,,,,,,,,,,,
CIA,550075,N,,,,,11/20/2014,,,,Simple,,,,,,,,,,,,,,,
CIA,550154,N,,,,,11/21/2014,,5/10/2019,,Complex,Granted in Part,,(b)(1); (b)(3); (b)(6); (j)(1); (k)(1); DISC;,,,,,,,,,,,,
CIA,550156,N,,,,,11/21/2014,,1/2/2019,,Complex,Denied in Full,,(b)(1); (b)(3); (b)(6); NR;,,,,,,,,,,,,
CIA,550204,N,,,,,11/25/2014,,,,Complex,,,,,,,,,,,,,,,
CIA,550218,N,,,,,11/25/2014,,,,Complex,,,(b)(1); (b)(3); (b)(6); (j)(1); (k)(1); DISC;,,,,,,,,,,,,
CIA,550300,N,,,,,12/1/2014,,4/24/2019,,Complex,Granted in Part,,(b)(3);,,,,,,,,,,,,
CIA,550335,N,,,,,12/2/2014,,,,Complex,,,,,,,,,,,,12/2/2014,12/19/2014,Granted,
CIA,550467,N,,,,,12/5/2014,,,,Simple,,,,,,,,,,,,,,,
CIA,550525,N,,,,,12/9/2014,,,,Simple,,,,,,,,,,,,,,,
CIA,550557,N,,,,,12/10/2014,,,,Simple,,,,,,,,,,,,,,,
CIA,550596,N,,,,,12/11/2014,,,,Simple,,,,,,,,,,,,,,,
CIA,550597,N,,,,,12/11/2014,,,,Simple,,,,,,,,,,,,,,,
CIA,550598,N,,,,,12/11/2014,,,,Simple,,,,,,,,,,,,,,,
CIA,550599,N,,,,,12/11/2014,,,,Simple,,,,,,,,,,,,,,,
CIA,550655,N,,,,,12/16/2014,,,,Complex,,,,,,,,,,,,,,,
CIA,550657,N,,,,,12/16/2014,,9/26/2019,,Complex,Granted in Part,,(b)(1); (b)(3); (b)(6); (j)(1); (k)(1); (k)(6); DISC;,,,,,,,,,,,,
CIA,550822,N,,,,,12/22/2014,,,,Simple,,,,,,,,,,,,,,,
CIA,550891,N,,,,,12/29/2014,,,,Simple,,,,,,,,,,,,,,,
CIA,550898,N,,,,,12/29/2014,,1/28/2019,,Complex,Denied in Full,,(b)(1); (b)(3); (b)(6);,,,,,,,,,,,,
CIA,551007,N,,,,,1/5/2015,,,,Simple,,,,,,,,,1/5/2015,,,,,,
CIA,551025,N,,,,,1/5/2015,,,,Simple,,,,,,,,,,,,,,,
CIA,551065,N,,,,,1/7/2015,,2/13/2019,,Complex,Granted in Part,,(b)(1); (b)(3);,,,,,,,,,,,,
CIA,551135,N,,,,,1/9/2015,,,,Simple,,,,,,,,,,,,,,,
CIA,551155,N,,,,,1/12/2015,,,,Simple,,,,,,,,,,,,,,,
CIA,551202,N,,,,,1/13/2015,,,,Complex,,,,,,,,,,,,,,,
CIA,551206,N,,,,,1/13/2015,,,,Simple,,,(b)(3); (b)(5); (b)(6);,,,,,,,,,,,,
CIA,551212,N,,,,,1/14/2015,,,,Complex,,,,,,,,,,,,,,,
CIA,551363,N,,,,,1/20/2015,,5/16/2019,,Complex,Denied in Full,,(b)(1); (b)(3); (b)(6);,6/28/2019,,,,,,,,,,,
CIA,551429,N,,,,,1/22/2015,,,,Simple,,,,,,,,,1/26/2015,1/26/2015,Denied,,,,
CIA,551430,N,,,,,1/22/2015,,2/6/2019,,Complex,Denied in Full,,(b)(1); (b)(3);,,,,,,,,,,,,
CIA,551441,N,,,,,1/23/2015,,,,Simple,,,,,,,,,,,,,,,
CIA,551471,N,,,,,1/26/2015,,4/24/2019,,Complex,Granted in Part,,(b)(1); (b)(3); (b)(4); (b)(5); (b)(6);,8/5/2019,,,,,,,,,,,
CIA,551535,N,,,,,1/28/2015,,9/17/2019,,Complex,Granted in Part,,(b)(1); (b)(3); (j)(1); (k)(1);,,,,,,,,,,,,
CIA,551536,N,,,,,1/28/2015,,,,Complex,,,,,,,,,,,,,,,
CIA,551583,N,,,,,1/28/2015,,,,Simple,,,,,,,,,,,,,,,
CIA,551615,N,,CIA Act;  National Security Act;,,,1/29/2015,,,,Simple,,,(b)(1); (b)(3); (b)(3) CIAAct; (b)(3) NatSecAct; (b)(5); (b)(6); (b)(7)(c); (b)(7)(d); (b)(7)(e);,,,,,,,,,,,,
CIA,551620,N,,,,,1/29/2015,,,,Simple,,,,,,,,,,,,,,,
CIA,551703,N,,,,,2/4/2015,,,,Simple,,,,,,,,,,,,,,,
CIA,551709,N,,,,,2/4/2015,,2/13/2019,,Complex,Granted in Part,,(b)(1); (b)(3); NR Record;,,,,,,,,,,,,
CIA,551712,N,,,,,2/4/2015,,,,Complex,,,,,,,,,,,,,,,
CIA,551818,N,,,,,2/9/2015,,,,Complex,,,,,,,,,,,,,,,
CIA,551822,N,,,,,2/9/2015,,,,Simple,,,,,,,,,,,,,,,
CIA,551892,N,,,,,2/11/2015,,,,Complex,,,(b)(1); (b)(3); (j)(1); (k)(1);,,,,,,,,,,,,
CIA,551893,N,,,,,2/11/2015,,,,Complex,,,,,,,,,,,,,,,
CIA,551899,N,,,,,2/11/2015,,,,Complex,,,,,,,,,2/11/2015,,,,,,
CIA,551966,N,,,,,2/13/2015,,6/7/2019,,Complex,Granted in Part,,(b)(3); (b)(6); (j)(1); DISC;,,,,,,,,,,,,
CIA,551981,N,,,,,2/18/2015,,,,Simple,,,,,,,,,,,,,,,
CIA,552066,N,,,,,2/19/2015,,,,Simple,,,,,,,,,,,,,,,
CIA,552093,N,,,,,2/20/2015,,9/10/2019,,Complex,Granted in Part,,(b)(1); (b)(3); (b)(6); (b)(7)(e); (j)(1); (k)(1); (k)(2); DISC;,,,,,,,,,,,,
CIA,552099,N,,,,,2/20/2015,,,,Simple,,,,,,,,,,,,,,,
CIA,552108,N,,,,,2/23/2015,,,,Complex,,,,,,,,,,,,,,,
CIA,552112,N,,,,,2/23/2015,,,,Simple,,,,,,,,,,,,,,,
CIA,552116,N,,,,,2/23/2015,,,,Simple,,,,,,,,,,,,,,,
CIA,552123,N,,,,,2/24/2015,,4/3/2019,,Complex,Granted in Part,,(b)(1); (b)(3); (b)(6); (b)(7)(d);,,,,,,,,,,,,
CIA,552263,N,,,,,2/27/2015,,2/27/2019,,Complex,Granted in Part,,(b)(1); (b)(3); (b)(6);,9/27/2019,,,,,,,,,,,
CIA,552336,N,,,,,3/3/2015,,,,Simple,,,,,,,,,,,,,,,
CIA,552363,N,,,,,3/4/2015,,9/3/2019,,Complex,Denied in Full,,,9/3/2019,,,,,,,,,,,
CIA,552397,N,,,,,3/4/2015,,,,Simple,,,,,,,,,,,,,,,
CIA,552444,N,,,,,3/9/2015,,,,Complex,,,,,,,,,,,,,,,
CIA,552571,N,,,,,3/13/2015,,,,Complex,,,,,,,,,,,,,,,
CIA,552614,N,,,,,3/16/2015,,,,Simple,,,,,,,,,,,,,,,
CIA,552719,N,,,,,3/19/2015,,,,Complex,,,,,,,,,,,,3/19/2015,,,
CIA,552769,N,,,,,3/20/2015,,,,Simple,,,,,,,,,,,,3/20/2015,3/24/2015,Denied,
CIA,552832,N,,,,,3/25/2015,,,,Simple,,,,,,,,,,,,,,,
CIA,552833,N,,,,,3/25/2015,,,,Simple,,,,,,,,,,,,,,,
CIA,552895,N,,,,,3/27/2015,,,,Simple,,,,,,,,,,,,,,,
CIA,552907,N,,,,,3/30/2015,,,,Simple,,,,,,,,,,,,,,,
CIA,552979,N,,,,,4/1/2015,,4/15/2019,,Complex,Denied in Full,,(b)(3); (b)(6);,8/5/2019,,,,,,,,,,,
CIA,553133,N,,,,,4/7/2015,,8/6/2019,,Complex,Granted in Part,,(b)(3);,,,,,,,,,,,,
CIA,553263,N,,,,,4/13/2015,,,,Simple,,,,,,,,,,,,,,,
CIA,553264,N,,,,,4/13/2015,,,,Simple,,,,,,,,,,,,,,,
CIA,553325,N,,,,,4/15/2015,,6/13/2019,,Complex,Denied in Full,,(b)(1); (b)(3); (b)(6); (b)(7)(c); (b)(7)(d); (b)(7)(e);,,,,,,,,,,,,
CIA,553342,N,,,,,4/16/2015,,,,Complex,,,,,,,,,,,,,,,
CIA,553581,N,,,,,4/27/2015,,,,Simple,,,,,,,,,,,,,,,
CIA,553663,N,,,,,4/28/2015,,2/11/2019,,Complex,Granted in Part,,(b)(1); (b)(3); (b)(5); (b)(6);,,,,,,,,,,,,
CIA,553787,N,,,,,5/4/2015,,,,Simple,,,,,,,,,,,,,,,
CIA,553792,N,,,,,5/5/2015,,,,Complex,,,,,,,,,,,,,,,
CIA,553842,N,,,,,5/6/2015,,,,Simple,,,(b)(1); (b)(3); (b)(6);,,,,,,,,,,,,
CIA,553845,N,,,,,5/6/2015,,,,Simple,,,,,,,,,5/6/2015,5/7/2015,Denied,5/6/2015,5/7/2015,Denied,
CIA,553848,N,,,,,5/6/2015,,,,Simple,,,,,,,,,,,,,,,
CIA,553922,N,,,,,5/8/2015,,,,Simple,,,,,,,,,,,,,,,
CIA,553932,N,,,,,5/11/2015,,,,Simple,,,,,,,,,,,,,,,
CIA,553987,N,,,,,5/12/2015,,5/21/2019,,Complex,Denied in Full,,(b)(1); (b)(3); (b)(6);,,,,,,,,,,,,
CIA,553994,N,,,,,5/13/2015,,,,Simple,,,,,,,,,5/13/2015,8/10/2015,Denied,5/13/2015,8/10/2015,Granted,
CIA,554111,N,,,,,5/18/2015,,,,Simple,,,,,,,,,,,,,,,
CIA,554137,N,,,,,5/19/2015,,5/21/2019,,Complex,No Records Located,,,,,,,,,,,,,,
CIA,554148,N,,,,,5/19/2015,,,,Simple,,,,,,,,,,,,,,,
CIA,554196,N,,,,,5/21/2015,,4/2/2019,,Complex,Denied in Full,,(b)(1); (b)(3); (b)(6);,,,,,,,,,,,,
CIA,554258,N,,,,,5/27/2015,,6/16/2015,,Simple,Denied in Full,,(b)(1); (b)(3);,7/1/2015,,,,,,,,,,,
CIA,554260,N,,,,,5/27/2015,,,,Simple,,,,,,,,,,,,,,,
CIA,554281,N,,,,,5/27/2015,,,,Simple,,,,,,,,,,,,,,,
CIA,554332,N,,,,,5/28/2015,,10/13/2017,,Complex,Granted in Part,,(b)(1); (b)(3);,12/20/2017,,,,,,,,,,,
CIA,554397,N,,,,,6/1/2015,,,,Simple,,,,,,,,,,,,,,,
CIA,554442,N,,,,,6/2/2015,,6/5/2019,,Complex,Cancelled,Withdrawn,,,,,,,,,,,,,
CIA,554501,N,,,,,6/4/2015,,,,Complex,,,(b)(1); (b)(3); (b)(4); (b)(6); (j)(1); (k)(1); DISC;,,,,,,,,,,,,
CIA,554619,N,,,,,6/10/2015,,,,Complex,,,,,,,,,,,,,,,
CIA,554657,N,,,,,6/11/2015,,,,Simple,,,,,,,,,,,,6/11/2015,6/18/2015,Granted,
CIA,554761,N,,,,,6/16/2015,,4/10/2019,,Complex,Granted in Part,,(b)(6);,,,,,,,,,,,,
CIA,554979,N,,,,,6/29/2015,,,,Simple,,,,,,,,,,,,,,,
CIA,555049,N,,,,,7/1/2015,,,,Simple,,,,,,,,,,,,,,,
CIA,555076,N,,,,,7/2/2015,,,,Simple,,,,,,,,,,,,,,,
CIA,555101,N,,,,,7/6/2015,,,,Simple,,,,,,,,,,,,7/6/2015,7/17/2015,Granted,
CIA,555107,N,,,,,7/7/2015,,,,Simple,,,(b)(1); (b)(3); (b)(6); (b)(7)(d); NR Record;,,,,,,,,,,,,
CIA,555147,N,,,,,7/8/2015,,,,Simple,,,,,,,,,,,,,,,
CIA,555148,N,,,,,7/8/2015,,,,Simple,,,,,,,,,,,,,,,
CIA,555149,N,,,,,7/8/2015,,,,Simple,,,,,,,,,,,,,,,
CIA,555153,N,,,,,7/8/2015,,4/2/2019,,Complex,Denied in Full,,(b)(1); (b)(3); (b)(6);,,,,,,,,,,,,
CIA,555206,N,,,,,7/10/2015,,,,Simple,,,,,,,,,,,,,,,
CIA,555254,N,,,,,7/14/2015,,,,Simple,,,,,,,,,,,,,,,
CIA,555264,N,,,,,7/14/2015,,,,Simple,,,,,,,,,,,,,,,
CIA,555275,N,,,,,7/14/2015,,1/9/2019,,Complex,No Records Located,,,,,,,,,,,,,,
CIA,555282,N,,,,,7/14/2015,,,,Simple,,,,,,,,,,,,,,,
CIA,555420,N,,,,,7/22/2015,,10/24/2018,,Complex,No Records Located,,,10/25/2018,,,,,,,,8/10/2015,,,
CIA,555424,N,,,,,7/22/2015,,,,Simple,,,,,,,,,,,,,,,
CIA,555438,N,,,,,7/22/2015,,5/21/2019,,Complex,Denied in Full,,(b)(1); (b)(3);,,,,,,,,,,,,
CIA,555504,N,,,,,7/27/2015,,,,Simple,,,,,,,,,,,,,,,
CIA,555510,N,,,,,7/27/2015,,8/26/2019,,Complex,Granted in Part,,(b)(1); (b)(3); (b)(6);,,,,,,,,,,,,
CIA,555511,N,,,,,7/27/2015,,,,Simple,,,,,,,,,,,,,,,
CIA,555591,N,,,,,7/30/2015,,8/15/2019,,Complex,Granted in Part,,(b)(1); (b)(3); (b)(6); (b)(7)(d); (j)(1); (k)(1); (k)(5); DISC;,,,,,,,,,,,,
CIA,555606,N,,,,,7/30/2015,,,,Simple,,,,,,,,,,,,,,,
CIA,555691,N,,,,,8/4/2015,,,,Complex,,,,,,,,,,,,,,,
CIA,555704,N,,,,,8/5/2015,,,,Simple,,,,,,,,,,,,,,,
CIA,555711,N,,,,,8/5/2015,,,,Complex,,,(b)(1); (b)(3);,,,,,,,,,,,,
CIA,555712,N,,,,,8/5/2015,,4/23/2019,,Complex,No Records Located,,,,,,,,,,,,,,
CIA,555713,N,,,,,8/5/2015,,,,Complex,,,,,,,,,,,,,,,
CIA,555716,N,,,,,8/5/2015,,,,Simple,,,,,,,,,,,,,,,
CIA,555736,N,,,,,8/6/2015,,,,Simple,,,(b)(3); (b)(4); (b)(6);,,,,,,,,,,,,
CIA,555743,N,,,,,8/6/2015,,,,Simple,,,,,,,,,,,,,,,
CIA,555748,N,,,,,8/6/2015,,,,Simple,,,,,,,,,,,,,,,
CIA,555827,N,,,,,8/12/2015,,,,Simple,,,,,,,,,,,,,,,
CIA,555855,N,,,,,8/13/2015,,,,Simple,,,(b)(1); (b)(3);,,,,,,,,,,,,
CIA,555877,N,,,,,8/14/2015,,,,Simple,,,,,,,,,,,,,,,
CIA,555880,N,,,,,8/14/2015,,,,Complex,,,,,,,,,,,,,,,
CIA,555897,N,,,,,8/17/2015,,7/22/2019,,Simple,Cancelled,SPR EXPD/Lack of Clarification/Addtl Info/Response,,,,,,,,,,,,,
CIA,555911,N,,,,,8/18/2015,,4/25/2019,,Complex,No Records Located,,,,,,,,,,,,,,
CIA,555930,N,,,,,8/19/2015,,9/5/2019,,Complex,Cancelled,Duplicate Request,,,,,,,,,,,,,
CIA,555957,N,,,,,8/19/2015,,,,Simple,,,,,,,,,,,,,,,
CIA,555970,N,,,,,8/20/2015,,,,Simple,,,,,,,,,,,,,,,
CIA,556000,N,,,,,8/21/2015,,12/19/2018,,Complex,Denied in Full,,(b)(1); (b)(3); (b)(6);,,,,,,,,,8/21/2015,,,
CIA,556003,N,,,,,8/21/2015,,9/4/2015,,Simple,Denied in Full,,(b)(1); (b)(3);,10/7/2015,,,,,,,,,,,
CIA,556032,N,,,,,8/24/2015,,,,Simple,,,,,,,,,,,,,,,
CIA,556034,N,,,,,8/24/2015,,,,Simple,,,,,,,,,,,,,,,
CIA,556052,N,,,,,8/25/2015,,,,Simple,,,,,,,,,,,,,,,
CIA,556076,N,,,,,8/27/2015,,4/24/2019,,Complex,Granted in Part,,(b)(1); (b)(3); (b)(4); (b)(5); (b)(6);,,,,,,,,,,,,
CIA,556128,N,,,,,9/1/2015,,5/28/2019,,Complex,Granted in Part,,(b)(3); (b)(6); NR Record;,,,,,,,,,,,,
CIA,556195,N,,,,,9/3/2015,,,,Complex,,,,,,,,,,,,,,,
CIA,556225,N,,,,,9/8/2015,,,,Simple,,,,,,,,,,,,,,,
CIA,556241,N,,,,,9/8/2015,,,,Simple,,,,,,,,,,,,,,,
CIA,556285,N,,,,,9/10/2015,,8/13/2019,,Complex,Granted in Part,,(b)(1); (b)(3); (b)(5); (b)(6); (j)(1); (k)(1); DISC;,,,,,,,,,,,,
CIA,556595,N,,,,,9/21/2015,,,,Simple,,,,,,,,,,,,,,,
CIA,556640,N,,,,,9/22/2015,,,,Simple,,,,,,,,,,,,,,,
CIA,556641,N,,,,,9/22/2015,,,,Simple,,,,,,,,,,,,,,,
CIA,556727,N,,,,,9/24/2015,,,,Complex,,,,,,,,,,,,,,,
CIA,556728,N,,,,,9/24/2015,,9/17/2019,,Simple,Cancelled,SPR EXPD/Lack of Clarification/Addtl Info/Response,,,,,,,,,,,,,
CIA,556764,N,,,,,9/25/2015,,4/24/2019,,Complex,Denied in Full,,(b)(1); (b)(3); (b)(6);,7/10/2019,,,,,,,,,,,
CIA,556808,N,,,,,9/29/2015,,,,Simple,,,,,,,,,,,,,,,
CIA,556833,N,,,,,9/29/2015,,8/27/2019,,Complex,Granted in Part,,(b)(1); (b)(3);,,,,,,,,,,,,
